occupation,degree,sex,estimate count,count moe,median
Home appliance repairers,less_bachelor,men,23990.0,2790.0,46360.0
Home health aides,less_bachelor,men,23020.0,3570.0,34610.0
Home health aides,less_bachelor,women,173200.0,8540.0,31680.0
Home health aides,bachelor,women,14620.0,2055.0,34720.0
Home health aides,bachelor_plus,women,21070.0,2695.0,36780.0
"Hosts and hostesses, restaurant, lounge, and coffee shop",less_bachelor,women,14680.0,2770.0,28420.0
"Hotel, motel, and resort desk clerks",less_bachelor,men,17810.0,2780.0,31970.0
"Hotel, motel, and resort desk clerks",less_bachelor,women,25720.0,3225.0,27940.0
"Human resources assistants, except payroll and timekeeping",less_bachelor,women,32300.0,3905.0,51420.0
"Human resources assistants, except payroll and timekeeping",bachelor,women,21540.0,2695.0,64720.0
"Human resources assistants, except payroll and timekeeping",bachelor_plus,women,28060.0,2895.0,69660.0
Human resources managers,less_bachelor,men,12140.0,1900.0,80000.0
Human resources managers,less_bachelor,women,53160.0,3870.0,69920.0
Human resources managers,bachelor,men,29590.0,2920.0,118600.0
Human resources managers,bachelor,women,86650.0,5105.0,97910.0
Human resources managers,bachelor_plus,men,51810.0,4270.0,125400.0
Human resources managers,bachelor_plus,women,141200.0,6600.0,102000.0
Human resources managers,graduate,men,22220.0,2925.0,130200.0
Human resources managers,graduate,women,54600.0,4660.0,109800.0
Human resources workers,less_bachelor,men,62300.0,4395.0,65690.0
Human resources workers,less_bachelor,women,213600.0,7995.0,56260.0
Human resources workers,bachelor,men,102800.0,6020.0,77770.0
Human resources workers,bachelor,women,278400.0,10210.0,75880.0
Human resources workers,bachelor_plus,men,147200.0,7575.0,83380.0
Human resources workers,bachelor_plus,women,397800.0,13160.0,79080.0
Human resources workers,graduate,men,44410.0,3775.0,100400.0
Human resources workers,graduate,women,119400.0,6875.0,86640.0
Industrial and refractory machinery mechanics,less_bachelor,men,240900.0,9030.0,64010.0
Industrial and refractory machinery mechanics,less_bachelor,women,9420.0,1800.0,51660.0
Industrial and refractory machinery mechanics,bachelor,men,15020.0,2050.0,63230.0
Industrial and refractory machinery mechanics,bachelor_plus,men,17850.0,2205.0,62410.0
"Industrial engineers, including health and safety",less_bachelor,men,44670.0,4265.0,82100.0
"Industrial engineers, including health and safety",less_bachelor,women,9805.0,1780.0,66790.0
"Industrial engineers, including health and safety",bachelor,men,103900.0,6830.0,97550.0
"Industrial engineers, including health and safety",bachelor,women,31750.0,3205.0,89620.0
"Industrial engineers, including health and safety",bachelor_plus,men,141400.0,7835.0,100500.0
"Industrial engineers, including health and safety",bachelor_plus,women,47600.0,3635.0,95440.0
"Industrial engineers, including health and safety",graduate,men,37480.0,3095.0,109900.0
"Industrial engineers, including health and safety",graduate,women,15850.0,2315.0,104600.0
Industrial production managers,less_bachelor,men,117400.0,6140.0,80620.0
Industrial production managers,less_bachelor,women,27240.0,2735.0,62350.0
Industrial production managers,bachelor,men,67660.0,4585.0,102400.0
Industrial production managers,bachelor,women,24150.0,2680.0,96230.0
Industrial production managers,bachelor_plus,men,93100.0,4845.0,109500.0
Industrial production managers,bachelor_plus,women,37990.0,3595.0,100500.0
Industrial production managers,graduate,men,25440.0,2770.0,131500.0
Industrial production managers,graduate,women,13840.0,2075.0,104800.0
Industrial truck and tractor operators,less_bachelor,men,424800.0,11120.0,41480.0
Industrial truck and tractor operators,less_bachelor,women,43720.0,3550.0,38360.0
Industrial truck and tractor operators,bachelor,men,13150.0,1975.0,43740.0
Industrial truck and tractor operators,bachelor_plus,men,15650.0,2190.0,43670.0
"Information and record clerks, all other",less_bachelor,women,34570.0,3155.0,40000.0
"Information and record clerks, all other",bachelor,women,10220.0,1815.0,46200.0
"Information and record clerks, all other",bachelor_plus,men,9860.0,1885.0,60070.0
"Information and record clerks, all other",bachelor_plus,women,14390.0,2165.0,49230.0
Information security analysts,less_bachelor,men,42540.0,3855.0,102100.0
Information security analysts,bachelor,men,59650.0,4430.0,115600.0
Information security analysts,bachelor,women,11830.0,1950.0,106700.0
Information security analysts,bachelor_plus,men,94810.0,5850.0,127000.0
Information security analysts,bachelor_plus,women,20360.0,2375.0,110500.0
Information security analysts,graduate,men,35150.0,3755.0,145700.0
Information security analysts,graduate,women,8525.0,1655.0,115200.0
"Inspectors, testers, sorters, samplers, and weighers",less_bachelor,men,310400.0,10520.0,55820.0
"Inspectors, testers, sorters, samplers, and weighers",less_bachelor,women,185100.0,8220.0,39100.0
"Inspectors, testers, sorters, samplers, and weighers",bachelor,men,56850.0,4565.0,63790.0
"Inspectors, testers, sorters, samplers, and weighers",bachelor,women,33160.0,4055.0,55150.0
"Inspectors, testers, sorters, samplers, and weighers",bachelor_plus,men,70830.0,4795.0,66620.0
"Inspectors, testers, sorters, samplers, and weighers",bachelor_plus,women,45060.0,4340.0,58000.0
"Inspectors, testers, sorters, samplers, and weighers",graduate,men,13970.0,2180.0,77710.0
"Inspectors, testers, sorters, samplers, and weighers",graduate,women,11900.0,2135.0,61020.0
Insulation workers,less_bachelor,men,28650.0,3450.0,50770.0
Insurance claims and policy processing clerks,less_bachelor,men,14920.0,2340.0,50730.0
Insurance claims and policy processing clerks,less_bachelor,women,116100.0,6710.0,41510.0
Insurance claims and policy processing clerks,bachelor,men,12330.0,1960.0,55310.0
Insurance claims and policy processing clerks,bachelor,women,32070.0,3375.0,48600.0
Insurance claims and policy processing clerks,bachelor_plus,men,17450.0,2690.0,57040.0
Insurance claims and policy processing clerks,bachelor_plus,women,39530.0,3625.0,49860.0
Insurance sales agents,less_bachelor,men,82190.0,5425.0,58520.0
Insurance sales agents,less_bachelor,women,145700.0,7335.0,46640.0
Insurance sales agents,bachelor,men,107200.0,6115.0,100200.0
Insurance sales agents,bachelor,women,64950.0,4755.0,61710.0
Insurance sales agents,bachelor_plus,men,132500.0,6795.0,100300.0
Insurance sales agents,bachelor_plus,women,80390.0,4980.0,61680.0
Insurance sales agents,graduate,men,25260.0,3080.0,100700.0
Insurance sales agents,graduate,women,15440.0,2335.0,61590.0
Insurance underwriters,less_bachelor,men,9095.0,1990.0,65370.0
Insurance underwriters,less_bachelor,women,35510.0,3670.0,62590.0
Insurance underwriters,bachelor,men,30380.0,3065.0,90260.0
Insurance underwriters,bachelor,women,28480.0,2500.0,77620.0
Insurance underwriters,bachelor_plus,men,37900.0,3295.0,90810.0
Insurance underwriters,bachelor_plus,women,36150.0,2895.0,81080.0
Insurance underwriters,graduate,women,7675.0,1570.0,100400.0
Interior designers,less_bachelor,women,12850.0,1670.0,56530.0
Interior designers,bachelor,women,37830.0,3550.0,66780.0
Interior designers,bachelor_plus,men,9100.0,1645.0,80960.0
Interior designers,bachelor_plus,women,43290.0,3785.0,66870.0
Interpreters and translators,less_bachelor,women,14870.0,2345.0,40520.0
Interpreters and translators,bachelor,women,10370.0,1575.0,50140.0
Interpreters and translators,bachelor_plus,men,8495.0,1845.0,55220.0
Interpreters and translators,bachelor_plus,women,15420.0,1760.0,51400.0
"Interviewers, except eligibility and loan",less_bachelor,men,16530.0,3020.0,35380.0
"Interviewers, except eligibility and loan",less_bachelor,women,69560.0,5800.0,37050.0
"Interviewers, except eligibility and loan",bachelor,women,16460.0,2380.0,43320.0
"Interviewers, except eligibility and loan",bachelor_plus,men,9035.0,1960.0,44380.0
"Interviewers, except eligibility and loan",bachelor_plus,women,21850.0,2780.0,45680.0
Janitors and building cleaners,less_bachelor,men,800300.0,16600.0,38210.0
Janitors and building cleaners,less_bachelor,women,359700.0,12060.0,29960.0
Janitors and building cleaners,bachelor,men,47650.0,4040.0,41250.0
Janitors and building cleaners,bachelor,women,15570.0,2210.0,28900.0
Janitors and building cleaners,bachelor_plus,men,56160.0,4335.0,41060.0
Janitors and building cleaners,bachelor_plus,women,19040.0,2340.0,30260.0
Janitors and building cleaners,graduate,men,8510.0,1555.0,40450.0
Jewelers and precious stone and metal workers,less_bachelor,men,13590.0,2100.0,47690.0
"Judges, magistrates, and other judicial workers",bachelor_plus,men,20820.0,2655.0,150800.0
"Judges, magistrates, and other judicial workers",bachelor_plus,women,23340.0,3555.0,111100.0
"Judges, magistrates, and other judicial workers",graduate,men,15380.0,2315.0,164300.0
"Judges, magistrates, and other judicial workers",graduate,women,16070.0,2510.0,141600.0
Judicial law clerks,bachelor_plus,women,8635.0,1535.0,61960.0
"Laborers and freight, stock, and material movers, hand",less_bachelor,men,914300.0,20460.0,40740.0
"Laborers and freight, stock, and material movers, hand",less_bachelor,women,261400.0,9565.0,34230.0
"Laborers and freight, stock, and material movers, hand",bachelor,men,64910.0,5665.0,40730.0
"Laborers and freight, stock, and material movers, hand",bachelor,women,19940.0,3010.0,35200.0
"Laborers and freight, stock, and material movers, hand",bachelor_plus,men,75440.0,5965.0,41180.0
"Laborers and freight, stock, and material movers, hand",bachelor_plus,women,25690.0,3000.0,35470.0
"Laborers and freight, stock, and material movers, hand",graduate,men,10530.0,1865.0,43320.0
Landscape architects,bachelor,men,8375.0,1640.0,93860.0
Landscape architects,bachelor_plus,men,13060.0,1905.0,89640.0
Landscaping and groundskeeping workers,less_bachelor,men,518500.0,14410.0,35100.0
Landscaping and groundskeeping workers,less_bachelor,women,28820.0,2915.0,29850.0
Landscaping and groundskeeping workers,bachelor,men,33010.0,3725.0,45450.0
Landscaping and groundskeeping workers,bachelor_plus,men,36550.0,3775.0,44670.0
Laundry and dry-cleaning workers,less_bachelor,men,19260.0,3135.0,33030.0
Laundry and dry-cleaning workers,less_bachelor,women,42500.0,3695.0,27140.0
Lawyers,bachelor,men,34280.0,3300.0,152800.0
Lawyers,bachelor,women,22610.0,2975.0,132500.0
Lawyers,bachelor_plus,men,545700.0,12030.0,162400.0
Lawyers,bachelor_plus,women,373000.0,11770.0,136300.0
Lawyers,graduate,men,511400.0,11850.0,163400.0
Lawyers,graduate,women,350400.0,11420.0,136600.0
Legal secretaries and administrative assistants,less_bachelor,women,29610.0,3355.0,53960.0
Legal secretaries and administrative assistants,bachelor_plus,women,9515.0,1990.0,51390.0
"Legal support workers, all other",less_bachelor,women,11390.0,2180.0,51530.0
"Legal support workers, all other",bachelor_plus,men,9055.0,1935.0,66860.0
"Legal support workers, all other",bachelor_plus,women,11660.0,1990.0,69100.0
Librarians and media collections specialists,less_bachelor,women,12510.0,2060.0,41030.0
Librarians and media collections specialists,bachelor,men,9115.0,1630.0,53150.0
Librarians and media collections specialists,bachelor,women,23760.0,2580.0,49620.0
Librarians and media collections specialists,bachelor_plus,men,27620.0,3200.0,62440.0
Librarians and media collections specialists,bachelor_plus,women,97640.0,4545.0,61880.0
Librarians and media collections specialists,graduate,men,18510.0,2620.0,66150.0
Librarians and media collections specialists,graduate,women,73890.0,4345.0,64020.0
"Library assistants, clerical",less_bachelor,women,11240.0,1880.0,36620.0
"Library assistants, clerical",bachelor,women,8150.0,1585.0,37520.0
"Library assistants, clerical",bachelor_plus,women,11350.0,1860.0,39060.0
Licensed practical and licensed vocational nurses,less_bachelor,men,40510.0,4280.0,56940.0
Licensed practical and licensed vocational nurses,less_bachelor,women,329300.0,11170.0,50460.0
Licensed practical and licensed vocational nurses,bachelor,women,13570.0,2655.0,53970.0
Licensed practical and licensed vocational nurses,bachelor_plus,women,17050.0,3100.0,54260.0
Loan interviewers and clerks,less_bachelor,men,14020.0,2275.0,57890.0
Loan interviewers and clerks,less_bachelor,women,69400.0,5710.0,54280.0
Loan interviewers and clerks,bachelor,men,11100.0,2025.0,58960.0
Loan interviewers and clerks,bachelor,women,20240.0,2310.0,56360.0
Loan interviewers and clerks,bachelor_plus,men,12430.0,2130.0,58710.0
Loan interviewers and clerks,bachelor_plus,women,23470.0,2745.0,55570.0
Locksmiths and safe repairers,less_bachelor,men,15460.0,2455.0,50270.0
Locomotive engineers and operators,less_bachelor,men,33600.0,3260.0,87170.0
Lodging managers,less_bachelor,men,22600.0,2425.0,54900.0
Lodging managers,less_bachelor,women,22350.0,2750.0,48090.0
Lodging managers,bachelor,men,18880.0,2505.0,74630.0
Lodging managers,bachelor,women,13660.0,2055.0,65530.0
Lodging managers,bachelor_plus,men,24530.0,2990.0,80450.0
Lodging managers,bachelor_plus,women,18040.0,2355.0,66470.0
Logging workers,less_bachelor,men,29150.0,2635.0,41870.0
Logisticians,less_bachelor,men,48750.0,4380.0,56950.0
Logisticians,less_bachelor,women,30140.0,3345.0,49640.0
Logisticians,bachelor,men,33200.0,3340.0,69190.0
Logisticians,bachelor,women,19970.0,2965.0,65190.0
Logisticians,bachelor_plus,men,45010.0,3640.0,78170.0
Logisticians,bachelor_plus,women,26900.0,3170.0,66560.0
Logisticians,graduate,men,11820.0,2105.0,104300.0
Machine feeders and offbearers,less_bachelor,men,7675.0,1615.0,46790.0
Machinists,less_bachelor,men,249500.0,8805.0,56390.0
Machinists,less_bachelor,women,11110.0,1860.0,36840.0
Machinists,bachelor,men,10510.0,1880.0,59100.0
Machinists,bachelor_plus,men,11270.0,1945.0,59420.0
Magnetic resonance imaging technologists,less_bachelor,men,6910.0,1270.0,79940.0
Magnetic resonance imaging technologists,less_bachelor,women,14080.0,1945.0,78880.0
Magnetic resonance imaging technologists,bachelor,men,9480.0,2070.0,103800.0
Magnetic resonance imaging technologists,bachelor,women,7310.0,1370.0,78630.0
Magnetic resonance imaging technologists,bachelor_plus,men,12280.0,2200.0,104600.0
Magnetic resonance imaging technologists,bachelor_plus,women,9290.0,1455.0,83010.0
Maids and housekeeping cleaners,less_bachelor,men,85060.0,5005.0,32000.0
Maids and housekeeping cleaners,less_bachelor,women,439900.0,12500.0,27480.0
Maids and housekeeping cleaners,bachelor,women,21400.0,3230.0,29200.0
Maids and housekeeping cleaners,bachelor_plus,women,25870.0,3560.0,29640.0
"Mail clerks and mail machine operators, except postal service",less_bachelor,men,13230.0,2540.0,40740.0
"Mail clerks and mail machine operators, except postal service",less_bachelor,women,13240.0,2065.0,35240.0
"Maintenance and repair workers, general",less_bachelor,men,512200.0,13180.0,53830.0
"Maintenance and repair workers, general",less_bachelor,women,19110.0,2690.0,39450.0
"Maintenance and repair workers, general",bachelor,men,39530.0,3780.0,58760.0
"Maintenance and repair workers, general",bachelor_plus,men,45360.0,4075.0,59410.0
"Maintenance workers, machinery",less_bachelor,men,18100.0,2290.0,62750.0
Management analysts,less_bachelor,men,81960.0,5465.0,84650.0
Management analysts,less_bachelor,women,72990.0,4495.0,72710.0
Management analysts,bachelor,men,205900.0,6485.0,105900.0
Management analysts,bachelor,women,146700.0,7515.0,92200.0
Management analysts,bachelor_plus,men,345600.0,9340.0,114800.0
Management analysts,bachelor_plus,women,262400.0,8155.0,100300.0
Management analysts,graduate,men,139700.0,7475.0,132000.0
Management analysts,graduate,women,115700.0,5405.0,107000.0
"Managers, all other",less_bachelor,men,942300.0,19020.0,78090.0
"Managers, all other",less_bachelor,women,503400.0,12440.0,58650.0
"Managers, all other",bachelor,men,805300.0,17840.0,116200.0
"Managers, all other",bachelor,women,553900.0,14350.0,91020.0
"Managers, all other",bachelor_plus,men,1310000.0,23030.0,128200.0
"Managers, all other",bachelor_plus,women,901800.0,19060.0,101000.0
"Managers, all other",graduate,men,504400.0,14340.0,151100.0
"Managers, all other",graduate,women,347900.0,10720.0,117000.0
Manicurists and pedicurists,less_bachelor,men,32860.0,4040.0,32310.0
Manicurists and pedicurists,less_bachelor,women,105300.0,6040.0,29120.0
Manicurists and pedicurists,bachelor,women,9995.0,1925.0,31090.0
Manicurists and pedicurists,bachelor_plus,women,11860.0,2015.0,31170.0
Marine engineers and naval architects,bachelor_plus,men,9395.0,2120.0,105900.0
Market research analysts and marketing specialists,less_bachelor,men,24400.0,3230.0,68620.0
Market research analysts and marketing specialists,less_bachelor,women,29740.0,3200.0,60890.0
Market research analysts and marketing specialists,bachelor,men,77990.0,5365.0,87870.0
Market research analysts and marketing specialists,bachelor,women,112400.0,6140.0,77890.0
Market research analysts and marketing specialists,bachelor_plus,men,112000.0,5955.0,101300.0
Market research analysts and marketing specialists,bachelor_plus,women,155700.0,7895.0,83170.0
Market research analysts and marketing specialists,graduate,men,34030.0,3405.0,134000.0
Market research analysts and marketing specialists,graduate,women,43340.0,4075.0,104700.0
Marketing managers,less_bachelor,men,34130.0,3505.0,76700.0
Marketing managers,less_bachelor,women,43140.0,3205.0,64630.0
Marketing managers,bachelor,men,111600.0,5920.0,103800.0
Marketing managers,bachelor,women,191600.0,8015.0,87010.0
Marketing managers,bachelor_plus,men,166400.0,7210.0,118100.0
Marketing managers,bachelor_plus,women,268800.0,9425.0,92850.0
Marketing managers,graduate,men,54820.0,4040.0,151400.0
Marketing managers,graduate,women,77130.0,5300.0,111900.0
Marriage and family therapists,bachelor_plus,women,9565.0,1755.0,63900.0
Marriage and family therapists,graduate,women,7865.0,1515.0,73110.0
Massage therapists,less_bachelor,men,9460.0,2225.0,42030.0
Massage therapists,less_bachelor,women,29470.0,3050.0,36060.0
Massage therapists,bachelor,women,7865.0,1600.0,42830.0
Massage therapists,bachelor_plus,women,10300.0,1840.0,44240.0
Materials engineers,less_bachelor,men,5730.0,990.0,89620.0
Materials engineers,bachelor,men,18740.0,2360.0,97900.0
Materials engineers,bachelor_plus,men,28040.0,2805.0,101100.0
Materials engineers,graduate,men,9300.0,1450.0,107400.0
Mechanical engineers,less_bachelor,men,50790.0,3865.0,86070.0
Mechanical engineers,bachelor,men,153500.0,6105.0,99520.0
Mechanical engineers,bachelor,women,16080.0,2475.0,93010.0
Mechanical engineers,bachelor_plus,men,219200.0,7905.0,103100.0
Mechanical engineers,bachelor_plus,women,25330.0,2665.0,96740.0
Mechanical engineers,graduate,men,65750.0,4885.0,114900.0
Mechanical engineers,graduate,women,9245.0,1675.0,111800.0
Medical and health services managers,less_bachelor,men,57770.0,5250.0,64830.0
Medical and health services managers,less_bachelor,women,181800.0,8005.0,60500.0
Medical and health services managers,bachelor,men,70090.0,4500.0,91830.0
Medical and health services managers,bachelor,women,162200.0,7460.0,83090.0
Medical and health services managers,bachelor_plus,men,133200.0,6410.0,106100.0
Medical and health services managers,bachelor_plus,women,312000.0,10430.0,91910.0
Medical and health services managers,graduate,men,63090.0,4895.0,125400.0
Medical and health services managers,graduate,women,149700.0,7200.0,102900.0
Medical assistants,less_bachelor,men,23040.0,3055.0,39850.0
Medical assistants,less_bachelor,women,319500.0,12090.0,37330.0
Medical assistants,bachelor,men,8360.0,1580.0,51180.0
Medical assistants,bachelor,women,34630.0,3190.0,40670.0
Medical assistants,bachelor_plus,men,11510.0,1850.0,50510.0
Medical assistants,bachelor_plus,women,44490.0,3640.0,41330.0
Medical assistants,graduate,women,9865.0,1920.0,45040.0
Medical records specialists,less_bachelor,women,106800.0,6205.0,46380.0
Medical records specialists,bachelor,women,23010.0,2625.0,51910.0
Medical records specialists,bachelor_plus,men,8275.0,1595.0,67590.0
Medical records specialists,bachelor_plus,women,30010.0,3100.0,52090.0
Medical scientists,bachelor,men,13070.0,2040.0,83650.0
Medical scientists,bachelor,women,22940.0,2925.0,77580.0
Medical scientists,bachelor_plus,men,54480.0,4130.0,88020.0
Medical scientists,bachelor_plus,women,72820.0,5280.0,82960.0
Medical scientists,graduate,men,41410.0,3215.0,90820.0
Medical scientists,graduate,women,49880.0,3790.0,87600.0
Medical secretaries and administrative assistants,less_bachelor,women,65100.0,4790.0,40700.0
Medical secretaries and administrative assistants,bachelor,women,14260.0,2070.0,43900.0
Medical secretaries and administrative assistants,bachelor_plus,women,17430.0,2295.0,43650.0
Medical transcriptionists,less_bachelor,women,7485.0,1545.0,38350.0
"Meeting, convention, and event planners",less_bachelor,women,19960.0,3235.0,55240.0
"Meeting, convention, and event planners",bachelor,men,10280.0,1920.0,68180.0
"Meeting, convention, and event planners",bachelor,women,45030.0,4570.0,62960.0
"Meeting, convention, and event planners",bachelor_plus,men,13200.0,2200.0,68400.0
"Meeting, convention, and event planners",bachelor_plus,women,53990.0,4365.0,63710.0
"Meeting, convention, and event planners",graduate,women,8960.0,1900.0,80150.0
Mental health and substance abuse social workers,bachelor_plus,women,17860.0,2365.0,71910.0
Mental health and substance abuse social workers,graduate,women,14400.0,2105.0,75970.0
Mental health counselors,bachelor,women,16590.0,2470.0,46950.0
Mental health counselors,bachelor_plus,men,23560.0,2670.0,60410.0
Mental health counselors,bachelor_plus,women,76000.0,5290.0,58520.0
Mental health counselors,graduate,men,16150.0,2260.0,63610.0
Mental health counselors,graduate,women,59410.0,4195.0,61730.0
"Metal furnace operators, tenders, pourers, and casters",less_bachelor,men,13830.0,1740.0,56830.0
"Meter readers, utilities",less_bachelor,men,10470.0,1805.0,49460.0
Millwrights,less_bachelor,men,33950.0,3070.0,78100.0
Miscellaneous agricultural workers,less_bachelor,men,265900.0,9980.0,35640.0
Miscellaneous agricultural workers,less_bachelor,women,61950.0,4440.0,26790.0
Miscellaneous agricultural workers,bachelor,men,20660.0,2985.0,41290.0
Miscellaneous agricultural workers,bachelor,women,6160.0,1165.0,35250.0
Miscellaneous agricultural workers,bachelor_plus,men,24640.0,2995.0,40640.0
Miscellaneous agricultural workers,bachelor_plus,women,8690.0,1530.0,34060.0
Miscellaneous construction and related workers,less_bachelor,men,24970.0,3205.0,43920.0
Miscellaneous health technologists and technicians,less_bachelor,men,24590.0,3650.0,50240.0
Miscellaneous health technologists and technicians,less_bachelor,women,50680.0,4730.0,41490.0
Miscellaneous health technologists and technicians,bachelor,men,9935.0,1745.0,60830.0
Miscellaneous health technologists and technicians,bachelor,women,12460.0,2360.0,64810.0
Miscellaneous health technologists and technicians,bachelor_plus,men,15230.0,2140.0,71930.0
Miscellaneous health technologists and technicians,bachelor_plus,women,18080.0,2610.0,70300.0
Miscellaneous plant and system operators,less_bachelor,men,32290.0,3525.0,84900.0
Miscellaneous social scientists and related workers,bachelor,men,7725.0,1715.0,82870.0
Miscellaneous social scientists and related workers,bachelor_plus,men,18050.0,2670.0,92460.0
Miscellaneous social scientists and related workers,bachelor_plus,women,16860.0,2010.0,89410.0
Miscellaneous social scientists and related workers,graduate,men,10320.0,1890.0,103600.0
Miscellaneous social scientists and related workers,graduate,women,11280.0,1545.0,90270.0
"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",less_bachelor,men,44230.0,4065.0,38850.0
"Molders and molding machine setters, operators, and tenders, metal and plastic",less_bachelor,men,21410.0,2435.0,47720.0
"Molders, shapers, and casters, except metal and plastic",less_bachelor,men,13710.0,2035.0,41200.0
"Morticians, undertakers, and funeral arrangers",less_bachelor,men,10680.0,1785.0,64230.0
"Morticians, undertakers, and funeral arrangers",bachelor,men,6990.0,1770.0,77390.0
"Morticians, undertakers, and funeral arrangers",bachelor_plus,men,7975.0,1815.0,76870.0
"Motor vehicle operators, all other",less_bachelor,men,48650.0,4120.0,39120.0
"Motor vehicle operators, all other",less_bachelor,women,13530.0,2620.0,34240.0
Music directors and composers,bachelor_plus,men,9880.0,1635.0,60940.0
Musicians and singers,less_bachelor,men,12250.0,1935.0,51130.0
Musicians and singers,bachelor,men,10380.0,1995.0,53530.0
Musicians and singers,bachelor_plus,men,16930.0,2335.0,60310.0
Natural sciences managers,bachelor,women,9570.0,2195.0,77030.0
Natural sciences managers,bachelor_plus,men,12740.0,1895.0,89950.0
Natural sciences managers,bachelor_plus,women,20630.0,2885.0,83220.0
Natural sciences managers,graduate,women,11060.0,1850.0,87070.0
Network and computer systems administrators,less_bachelor,men,83290.0,5480.0,81690.0
Network and computer systems administrators,less_bachelor,women,13900.0,2505.0,64530.0
Network and computer systems administrators,bachelor,men,70680.0,4240.0,90490.0
Network and computer systems administrators,bachelor,women,12940.0,1975.0,85380.0
Network and computer systems administrators,bachelor_plus,men,89650.0,5005.0,92180.0
Network and computer systems administrators,bachelor_plus,women,20120.0,2280.0,86700.0
Network and computer systems administrators,graduate,men,18970.0,2535.0,102400.0
Network and computer systems administrators,graduate,women,7180.0,1325.0,90780.0
"News analysts, reporters, and journalists",bachelor,men,19750.0,2630.0,70300.0
"News analysts, reporters, and journalists",bachelor,women,18710.0,2470.0,70870.0
"News analysts, reporters, and journalists",bachelor_plus,men,28480.0,3690.0,74180.0
"News analysts, reporters, and journalists",bachelor_plus,women,24890.0,2535.0,75360.0
Nuclear medicine technologists and medical dosimetrists,bachelor,men,8905.0,1590.0,109200.0
Nuclear medicine technologists and medical dosimetrists,bachelor_plus,men,12520.0,1985.0,124000.0
Nuclear medicine technologists and medical dosimetrists,bachelor_plus,women,9415.0,1660.0,103200.0
Nurse anesthetists,bachelor_plus,men,15540.0,1975.0,208500.0
Nurse anesthetists,bachelor_plus,women,19220.0,2550.0,198600.0
Nurse anesthetists,graduate,men,13600.0,1900.0,208700.0
Nurse anesthetists,graduate,women,17940.0,2400.0,199700.0
Nurse practitioners,bachelor,women,14330.0,1810.0,109800.0
Nurse practitioners,bachelor_plus,men,27940.0,2855.0,126800.0
Nurse practitioners,bachelor_plus,women,183100.0,6780.0,115000.0
Nurse practitioners,graduate,men,25770.0,2675.0,127000.0
Nurse practitioners,graduate,women,168800.0,6400.0,115300.0
Nursing assistants,less_bachelor,men,69700.0,5205.0,39810.0
Nursing assistants,less_bachelor,women,538900.0,15910.0,34340.0
Nursing assistants,bachelor,men,11860.0,2025.0,43300.0
Nursing assistants,bachelor,women,36070.0,3515.0,38880.0
Nursing assistants,bachelor_plus,men,14070.0,2110.0,43420.0
Nursing assistants,bachelor_plus,women,44810.0,3825.0,39800.0
Nursing assistants,graduate,women,8745.0,1835.0,42040.0
Occupational health and safety specialists and technicians,less_bachelor,men,27380.0,3370.0,72940.0
Occupational health and safety specialists and technicians,less_bachelor,women,8890.0,1960.0,59080.0
Occupational health and safety specialists and technicians,bachelor,men,15330.0,2335.0,78720.0
Occupational health and safety specialists and technicians,bachelor,women,10520.0,1815.0,71050.0
Occupational health and safety specialists and technicians,bachelor_plus,men,23160.0,2885.0,85150.0
Occupational health and safety specialists and technicians,bachelor_plus,women,16670.0,2275.0,73300.0
Occupational health and safety specialists and technicians,graduate,men,7830.0,1475.0,97350.0
Occupational therapists,bachelor,women,26540.0,4075.0,80440.0
Occupational therapists,bachelor_plus,men,13260.0,2325.0,92370.0
Occupational therapists,bachelor_plus,women,83050.0,5915.0,76800.0
Occupational therapists,graduate,men,8345.0,1760.0,90890.0
Occupational therapists,graduate,women,56510.0,3970.0,75730.0
Occupational therapy assistants and aides,less_bachelor,women,18150.0,2290.0,42320.0
"Office and administrative support workers, all other",less_bachelor,men,63510.0,4960.0,52770.0
"Office and administrative support workers, all other",less_bachelor,women,177600.0,7095.0,43400.0
"Office and administrative support workers, all other",bachelor,men,35710.0,3370.0,57030.0
"Office and administrative support workers, all other",bachelor,women,84270.0,4600.0,50410.0
"Office and administrative support workers, all other",bachelor_plus,men,46100.0,4190.0,58300.0
"Office and administrative support workers, all other",bachelor_plus,women,120300.0,5410.0,52570.0
"Office and administrative support workers, all other",graduate,men,10390.0,2050.0,64610.0
"Office and administrative support workers, all other",graduate,women,36070.0,3075.0,58330.0
"Office clerks, general",less_bachelor,men,82020.0,6385.0,43990.0
"Office clerks, general",less_bachelor,women,457400.0,11290.0,40540.0
"Office clerks, general",bachelor,men,29740.0,2785.0,51480.0
"Office clerks, general",bachelor,women,100000.0,5815.0,45650.0
"Office clerks, general",bachelor_plus,men,38270.0,3215.0,52510.0
"Office clerks, general",bachelor_plus,women,122400.0,6790.0,45380.0
"Office clerks, general",graduate,men,8525.0,1780.0,59350.0
"Office clerks, general",graduate,women,22420.0,2940.0,44370.0
Operations research analysts,less_bachelor,men,16530.0,2455.0,77120.0
Operations research analysts,less_bachelor,women,21370.0,2515.0,72950.0
Operations research analysts,bachelor,men,35790.0,3160.0,90680.0
Operations research analysts,bachelor,women,34940.0,3305.0,87360.0
Operations research analysts,bachelor_plus,men,65280.0,4875.0,100400.0
Operations research analysts,bachelor_plus,women,62000.0,4380.0,92000.0
