occupation,degree,sex,estimate count,count moe,median
"Religious workers, all other",bachelor,women,8870.0,1450.0,41290.0
"Religious workers, all other",bachelor_plus,men,10530.0,1905.0,58350.0
"Religious workers, all other",bachelor_plus,women,12190.0,1775.0,41970.0
Reservation and transportation ticket agents and travel clerks,less_bachelor,men,28890.0,3145.0,48650.0
Reservation and transportation ticket agents and travel clerks,less_bachelor,women,25800.0,3070.0,40710.0
Reservation and transportation ticket agents and travel clerks,bachelor,men,9075.0,1585.0,65890.0
Reservation and transportation ticket agents and travel clerks,bachelor,women,10620.0,2015.0,51920.0
Reservation and transportation ticket agents and travel clerks,bachelor_plus,men,10690.0,1960.0,67170.0
Reservation and transportation ticket agents and travel clerks,bachelor_plus,women,11960.0,1980.0,52890.0
Residential advisors,less_bachelor,women,8315.0,1660.0,35510.0
Respiratory therapists,less_bachelor,men,20010.0,2355.0,75430.0
Respiratory therapists,less_bachelor,women,33610.0,2980.0,69200.0
Respiratory therapists,bachelor,men,10920.0,2155.0,95460.0
Respiratory therapists,bachelor,women,18770.0,2450.0,74560.0
Respiratory therapists,bachelor_plus,men,13690.0,2385.0,93610.0
Respiratory therapists,bachelor_plus,women,23210.0,2960.0,74380.0
Retail salespersons,less_bachelor,men,584000.0,14200.0,48200.0
Retail salespersons,less_bachelor,women,342300.0,11730.0,35340.0
Retail salespersons,bachelor,men,188000.0,8305.0,72260.0
Retail salespersons,bachelor,women,100300.0,6195.0,53310.0
Retail salespersons,bachelor_plus,men,221500.0,9045.0,73270.0
Retail salespersons,bachelor_plus,women,118500.0,6785.0,53190.0
Retail salespersons,graduate,men,33520.0,3230.0,81520.0
Retail salespersons,graduate,women,18270.0,2550.0,52380.0
Roofers,less_bachelor,men,104500.0,6025.0,44970.0
Sailors and marine oilers,less_bachelor,men,7955.0,1580.0,64170.0
"Sales and related workers, all other",less_bachelor,men,63020.0,4735.0,50060.0
"Sales and related workers, all other",less_bachelor,women,65630.0,5110.0,36010.0
"Sales and related workers, all other",bachelor,men,52340.0,4225.0,93250.0
"Sales and related workers, all other",bachelor,women,34760.0,2885.0,72400.0
"Sales and related workers, all other",bachelor_plus,men,64810.0,4540.0,100200.0
"Sales and related workers, all other",bachelor_plus,women,44610.0,3100.0,77780.0
"Sales and related workers, all other",graduate,men,12480.0,1780.0,112200.0
"Sales and related workers, all other",graduate,women,9855.0,1580.0,99370.0
Sales engineers,less_bachelor,men,10450.0,2015.0,125000.0
Sales engineers,bachelor,men,22050.0,2265.0,125400.0
Sales engineers,bachelor_plus,men,32060.0,2955.0,134700.0
Sales engineers,graduate,men,10020.0,1850.0,159400.0
Sales managers,less_bachelor,men,132000.0,6130.0,96610.0
Sales managers,less_bachelor,women,64730.0,4425.0,71600.0
Sales managers,bachelor,men,170300.0,8410.0,134000.0
Sales managers,bachelor,women,72120.0,5025.0,102200.0
Sales managers,bachelor_plus,men,220900.0,9195.0,141700.0
Sales managers,bachelor_plus,women,92790.0,5525.0,106300.0
Sales managers,graduate,men,50620.0,3675.0,154100.0
Sales managers,graduate,women,20680.0,2260.0,129100.0
"Sales representatives of services, except advertising, insurance, financial services, and travel",less_bachelor,men,166300.0,9015.0,73100.0
"Sales representatives of services, except advertising, insurance, financial services, and travel",less_bachelor,women,63720.0,4915.0,52960.0
"Sales representatives of services, except advertising, insurance, financial services, and travel",bachelor,men,175700.0,7885.0,110500.0
"Sales representatives of services, except advertising, insurance, financial services, and travel",bachelor,women,66860.0,4230.0,94800.0
"Sales representatives of services, except advertising, insurance, financial services, and travel",bachelor_plus,men,214500.0,8725.0,120400.0
"Sales representatives of services, except advertising, insurance, financial services, and travel",bachelor_plus,women,87040.0,5445.0,100200.0
"Sales representatives of services, except advertising, insurance, financial services, and travel",graduate,men,38880.0,3190.0,160200.0
"Sales representatives of services, except advertising, insurance, financial services, and travel",graduate,women,20190.0,2755.0,107000.0
"Sales representatives, wholesale and manufacturing",less_bachelor,men,348800.0,11560.0,67460.0
"Sales representatives, wholesale and manufacturing",less_bachelor,women,114600.0,6915.0,53350.0
"Sales representatives, wholesale and manufacturing",bachelor,men,288300.0,10420.0,106300.0
"Sales representatives, wholesale and manufacturing",bachelor,women,115500.0,5425.0,96130.0
"Sales representatives, wholesale and manufacturing",bachelor_plus,men,345400.0,10820.0,109400.0
"Sales representatives, wholesale and manufacturing",bachelor_plus,women,139500.0,6395.0,98530.0
"Sales representatives, wholesale and manufacturing",graduate,men,57180.0,4150.0,131600.0
"Sales representatives, wholesale and manufacturing",graduate,women,24040.0,2530.0,111100.0
"Sawing machine setters, operators, and tenders, wood",less_bachelor,men,12550.0,1660.0,41280.0
School psychologists,bachelor_plus,women,34590.0,3065.0,80410.0
School psychologists,graduate,women,31470.0,2985.0,80630.0
Secondary school teachers,less_bachelor,men,10080.0,1565.0,53370.0
Secondary school teachers,less_bachelor,women,14210.0,2330.0,39400.0
Secondary school teachers,bachelor,men,157000.0,7195.0,59270.0
Secondary school teachers,bachelor,women,191800.0,8495.0,53470.0
Secondary school teachers,bachelor_plus,men,389200.0,12320.0,67500.0
Secondary school teachers,bachelor_plus,women,500000.0,12190.0,62380.0
Secondary school teachers,graduate,men,232300.0,9735.0,74520.0
Secondary school teachers,graduate,women,308300.0,8395.0,69630.0
"Secretaries and administrative assistants, except legal, medical, and executive",less_bachelor,men,47930.0,4065.0,47570.0
"Secretaries and administrative assistants, except legal, medical, and executive",less_bachelor,women,908200.0,16850.0,42390.0
"Secretaries and administrative assistants, except legal, medical, and executive",bachelor,men,31030.0,3045.0,54430.0
"Secretaries and administrative assistants, except legal, medical, and executive",bachelor,women,258900.0,8455.0,46560.0
"Secretaries and administrative assistants, except legal, medical, and executive",bachelor_plus,men,40510.0,3230.0,56300.0
"Secretaries and administrative assistants, except legal, medical, and executive",bachelor_plus,women,320000.0,8615.0,47340.0
"Secretaries and administrative assistants, except legal, medical, and executive",graduate,men,9485.0,1755.0,63650.0
"Secretaries and administrative assistants, except legal, medical, and executive",graduate,women,61180.0,4385.0,50890.0
"Securities, commodities, and financial services sales agents",less_bachelor,men,25310.0,4075.0,71060.0
"Securities, commodities, and financial services sales agents",less_bachelor,women,19970.0,2375.0,59480.0
"Securities, commodities, and financial services sales agents",bachelor,men,80850.0,5650.0,166200.0
"Securities, commodities, and financial services sales agents",bachelor,women,20900.0,2850.0,101300.0
"Securities, commodities, and financial services sales agents",bachelor_plus,men,112300.0,6750.0,192600.0
"Securities, commodities, and financial services sales agents",bachelor_plus,women,29470.0,2960.0,107000.0
"Securities, commodities, and financial services sales agents",graduate,men,31500.0,3400.0,239100.0
"Securities, commodities, and financial services sales agents",graduate,women,8575.0,1790.0,140400.0
Security and fire alarm systems installers,less_bachelor,men,45070.0,4310.0,56980.0
Security guards and gambling surveillance officers,less_bachelor,men,355100.0,11910.0,40270.0
Security guards and gambling surveillance officers,less_bachelor,women,104300.0,5660.0,36160.0
Security guards and gambling surveillance officers,bachelor,men,56460.0,3600.0,47960.0
Security guards and gambling surveillance officers,bachelor,women,14610.0,2450.0,43900.0
Security guards and gambling surveillance officers,bachelor_plus,men,72550.0,4845.0,50160.0
Security guards and gambling surveillance officers,bachelor_plus,women,20360.0,3030.0,46400.0
Security guards and gambling surveillance officers,graduate,men,16100.0,2725.0,64490.0
Sewing machine operators,less_bachelor,men,22000.0,2935.0,32750.0
Sewing machine operators,less_bachelor,women,46300.0,4335.0,31990.0
Sheet metal workers,less_bachelor,men,88170.0,5870.0,54080.0
Ship and boat captains and operators,less_bachelor,men,14300.0,2915.0,81560.0
"Shipping, receiving, and inventory clerks",less_bachelor,men,261300.0,9790.0,42150.0
"Shipping, receiving, and inventory clerks",less_bachelor,women,131600.0,7755.0,36340.0
"Shipping, receiving, and inventory clerks",bachelor,men,27980.0,3320.0,44620.0
"Shipping, receiving, and inventory clerks",bachelor,women,14580.0,2130.0,40730.0
"Shipping, receiving, and inventory clerks",bachelor_plus,men,31610.0,3565.0,44610.0
"Shipping, receiving, and inventory clerks",bachelor_plus,women,17870.0,2390.0,41450.0
Shuttle drivers and chauffeurs,less_bachelor,men,25580.0,3435.0,41520.0
Skincare specialists,less_bachelor,women,35030.0,4020.0,39620.0
Small engine mechanics,less_bachelor,men,27430.0,3475.0,46510.0
Social and community service managers,less_bachelor,men,30520.0,3410.0,55590.0
Social and community service managers,less_bachelor,women,75470.0,5250.0,49930.0
Social and community service managers,bachelor,men,48870.0,4060.0,71170.0
Social and community service managers,bachelor,women,120500.0,5720.0,61740.0
Social and community service managers,bachelor_plus,men,88210.0,5675.0,81190.0
Social and community service managers,bachelor_plus,women,218700.0,7825.0,68230.0
Social and community service managers,graduate,men,39340.0,3720.0,93660.0
Social and community service managers,graduate,women,98200.0,6035.0,77030.0
Social and human service assistants,less_bachelor,men,18180.0,2580.0,41740.0
Social and human service assistants,less_bachelor,women,64020.0,5205.0,39550.0
Social and human service assistants,bachelor,men,13670.0,2280.0,52280.0
Social and human service assistants,bachelor,women,43290.0,3810.0,48570.0
Social and human service assistants,bachelor_plus,men,20050.0,2995.0,57710.0
Social and human service assistants,bachelor_plus,women,62210.0,4505.0,50850.0
Social and human service assistants,graduate,women,18920.0,2470.0,56360.0
"Social workers, all other",less_bachelor,men,11760.0,1930.0,51500.0
"Social workers, all other",less_bachelor,women,53650.0,4285.0,44510.0
"Social workers, all other",bachelor,men,31940.0,3165.0,54460.0
"Social workers, all other",bachelor,women,147400.0,6665.0,52400.0
"Social workers, all other",bachelor_plus,men,58900.0,4330.0,60990.0
"Social workers, all other",bachelor_plus,women,322300.0,9880.0,60320.0
"Social workers, all other",graduate,men,26960.0,2890.0,72120.0
"Social workers, all other",graduate,women,175000.0,7350.0,66070.0
Software developers,less_bachelor,men,190100.0,9630.0,113800.0
Software developers,less_bachelor,women,32000.0,2985.0,95480.0
Software developers,bachelor,men,759800.0,15230.0,127600.0
Software developers,bachelor,women,152400.0,7310.0,115100.0
Software developers,bachelor_plus,men,1228000.0,21500.0,134400.0
Software developers,bachelor_plus,women,275300.0,9845.0,121900.0
Software developers,graduate,men,467800.0,12450.0,149700.0
Software developers,graduate,women,122900.0,6190.0,129300.0
Software quality assurance analysts and testers,less_bachelor,men,9320.0,1915.0,74890.0
Software quality assurance analysts and testers,less_bachelor,women,9185.0,1455.0,71680.0
Software quality assurance analysts and testers,bachelor,men,19480.0,2730.0,92620.0
Software quality assurance analysts and testers,bachelor,women,15960.0,2465.0,81600.0
Software quality assurance analysts and testers,bachelor_plus,men,27870.0,3150.0,94000.0
Software quality assurance analysts and testers,bachelor_plus,women,25410.0,2955.0,88680.0
Software quality assurance analysts and testers,graduate,men,8390.0,1445.0,95300.0
Software quality assurance analysts and testers,graduate,women,9455.0,1700.0,100200.0
Solar photovoltaic installers,less_bachelor,men,,,50900.0
Special education teachers,less_bachelor,women,18320.0,2550.0,30740.0
Special education teachers,bachelor,men,15400.0,2430.0,55390.0
Special education teachers,bachelor,women,78770.0,4430.0,52110.0
Special education teachers,bachelor_plus,men,37410.0,3800.0,64790.0
Special education teachers,bachelor_plus,women,220300.0,7760.0,61020.0
Special education teachers,graduate,men,22010.0,2760.0,72230.0
Special education teachers,graduate,women,141500.0,7075.0,65570.0
Speech-language pathologists,bachelor,women,13380.0,2215.0,63930.0
Speech-language pathologists,bachelor_plus,women,114300.0,6240.0,73080.0
Speech-language pathologists,graduate,women,100900.0,5960.0,73810.0
Stationary engineers and boiler operators,less_bachelor,men,64950.0,4700.0,71000.0
Stationary engineers and boiler operators,bachelor,men,7980.0,1455.0,79200.0
Stationary engineers and boiler operators,bachelor_plus,men,10270.0,1805.0,82620.0
Statisticians,bachelor,men,7700.0,1675.0,86130.0
Statisticians,bachelor_plus,men,21550.0,2485.0,98060.0
Statisticians,bachelor_plus,women,19560.0,2100.0,98620.0
Statisticians,graduate,men,13850.0,1990.0,107500.0
Statisticians,graduate,women,13980.0,1760.0,102800.0
Stockers and order fillers,less_bachelor,men,425800.0,12430.0,35730.0
Stockers and order fillers,less_bachelor,women,240700.0,9390.0,32820.0
Stockers and order fillers,bachelor,men,43740.0,4245.0,38350.0
Stockers and order fillers,bachelor,women,24240.0,3050.0,40590.0
Stockers and order fillers,bachelor_plus,men,52590.0,4465.0,40070.0
Stockers and order fillers,bachelor_plus,women,29180.0,3295.0,41420.0
Structural iron and steel workers,less_bachelor,men,38820.0,3630.0,63980.0
Structural metal fabricators and fitters,less_bachelor,men,17580.0,3065.0,51410.0
Substance abuse and behavioral disorder counselors,less_bachelor,women,11420.0,2310.0,39440.0
Substance abuse and behavioral disorder counselors,bachelor,women,17790.0,2335.0,45360.0
Substance abuse and behavioral disorder counselors,bachelor_plus,men,15480.0,2405.0,54970.0
Substance abuse and behavioral disorder counselors,bachelor_plus,women,47910.0,3710.0,59790.0
Substance abuse and behavioral disorder counselors,graduate,men,8810.0,1820.0,62450.0
Substance abuse and behavioral disorder counselors,graduate,women,30130.0,3300.0,71120.0
Supervisors of personal care and service workers,less_bachelor,men,14500.0,2505.0,54050.0
Supervisors of personal care and service workers,less_bachelor,women,14910.0,2460.0,47010.0
Supervisors of transportation and material moving workers,less_bachelor,men,158800.0,8070.0,60900.0
Supervisors of transportation and material moving workers,less_bachelor,women,54710.0,3475.0,42350.0
Supervisors of transportation and material moving workers,bachelor,men,30970.0,3660.0,62200.0
Supervisors of transportation and material moving workers,bachelor,women,8480.0,1785.0,52480.0
Supervisors of transportation and material moving workers,bachelor_plus,men,36110.0,3695.0,62510.0
Supervisors of transportation and material moving workers,bachelor_plus,women,9710.0,1875.0,52910.0
Surgeons,bachelor_plus,men,36080.0,2870.0,250800.0
Surgeons,bachelor_plus,women,10670.0,1730.0,250400.0
Surgeons,graduate,men,36080.0,2870.0,250800.0
Surgeons,graduate,women,10670.0,1730.0,250400.0
Surgical technologists,less_bachelor,men,14290.0,2055.0,59290.0
Surgical technologists,less_bachelor,women,45540.0,4195.0,52120.0
Surveying and mapping technicians,less_bachelor,men,43130.0,4150.0,59710.0
"Surveyors, cartographers, and photogrammetrists",bachelor,men,15180.0,2070.0,75720.0
"Surveyors, cartographers, and photogrammetrists",bachelor_plus,men,18070.0,2345.0,75890.0
"Tailors, dressmakers, and sewers",less_bachelor,women,13790.0,2010.0,32760.0
"Tax examiners and collectors, and revenue agents",less_bachelor,women,18550.0,2200.0,52350.0
"Tax examiners and collectors, and revenue agents",bachelor,women,11490.0,2100.0,62350.0
"Tax examiners and collectors, and revenue agents",bachelor_plus,men,11140.0,1660.0,90670.0
"Tax examiners and collectors, and revenue agents",bachelor_plus,women,16260.0,2665.0,64610.0
Tax preparers,less_bachelor,women,14000.0,2420.0,43560.0
Tax preparers,bachelor,men,9720.0,1740.0,86560.0
Tax preparers,bachelor,women,9475.0,1810.0,59190.0
Tax preparers,bachelor_plus,men,16140.0,2050.0,96240.0
Tax preparers,bachelor_plus,women,17780.0,2505.0,66250.0
Taxi drivers,less_bachelor,men,141100.0,7490.0,39060.0
Taxi drivers,less_bachelor,women,21340.0,3490.0,26190.0
Taxi drivers,bachelor,men,29900.0,3915.0,40720.0
Taxi drivers,bachelor_plus,men,40280.0,4675.0,41170.0
Teaching assistants,less_bachelor,men,50200.0,4790.0,38320.0
Teaching assistants,less_bachelor,women,327100.0,9900.0,26020.0
Teaching assistants,bachelor,men,23850.0,2615.0,31310.0
Teaching assistants,bachelor,women,90210.0,5265.0,28830.0
Teaching assistants,bachelor_plus,men,41610.0,3350.0,32080.0
Teaching assistants,bachelor_plus,women,120700.0,6445.0,30650.0
Teaching assistants,graduate,men,17760.0,2125.0,35870.0
Teaching assistants,graduate,women,30490.0,2975.0,37950.0
Technical writers,bachelor,men,9575.0,1655.0,89680.0
Technical writers,bachelor,women,13440.0,2035.0,78740.0
Technical writers,bachelor_plus,men,15080.0,2220.0,91130.0
Technical writers,bachelor_plus,women,21300.0,2410.0,82800.0
Technical writers,graduate,women,7860.0,1320.0,91620.0
Telecommunications line installers and repairers,less_bachelor,men,75940.0,6435.0,64700.0
Telecommunications line installers and repairers,bachelor,men,7755.0,1525.0,67470.0
Telecommunications line installers and repairers,bachelor_plus,men,8965.0,1600.0,68480.0
"Television, video, and film camera operators and editors",less_bachelor,men,18430.0,1990.0,58920.0
"Television, video, and film camera operators and editors",bachelor,men,24760.0,2625.0,67730.0
"Television, video, and film camera operators and editors",bachelor_plus,men,28450.0,2945.0,68550.0
"Television, video, and film camera operators and editors",bachelor_plus,women,8020.0,1530.0,76950.0
Tellers,less_bachelor,men,10530.0,2235.0,37530.0
Tellers,less_bachelor,women,91110.0,5285.0,34220.0
Tellers,bachelor,women,16080.0,2780.0,35680.0
Tellers,bachelor_plus,women,18210.0,2870.0,35710.0
"Therapists, all other",less_bachelor,women,13770.0,2390.0,48980.0
"Therapists, all other",bachelor,women,21600.0,2915.0,55830.0
"Therapists, all other",bachelor_plus,men,22550.0,3255.0,65740.0
"Therapists, all other",bachelor_plus,women,99910.0,6445.0,61650.0
"Therapists, all other",graduate,men,15550.0,2570.0,65940.0
"Therapists, all other",graduate,women,78310.0,5055.0,62660.0
Tire builders,less_bachelor,men,9195.0,2025.0,55870.0
"Title examiners, abstractors, and searchers",less_bachelor,women,41780.0,3350.0,51270.0
"Title examiners, abstractors, and searchers",bachelor,men,8175.0,1530.0,86860.0
"Title examiners, abstractors, and searchers",bachelor,women,13720.0,2095.0,55840.0
"Title examiners, abstractors, and searchers",bachelor_plus,men,11420.0,1810.0,100700.0
"Title examiners, abstractors, and searchers",bachelor_plus,women,16210.0,2345.0,58900.0
Tool and die makers,less_bachelor,men,36250.0,3380.0,66480.0
Training and development managers,less_bachelor,men,11300.0,1750.0,77490.0
Training and development managers,less_bachelor,women,12900.0,2080.0,64000.0
Training and development managers,bachelor,men,8585.0,1790.0,96270.0
Training and development managers,bachelor,women,14430.0,2315.0,90530.0
Training and development managers,bachelor_plus,men,16810.0,2445.0,100600.0
Training and development managers,bachelor_plus,women,26680.0,3025.0,89000.0
Training and development managers,graduate,men,8220.0,1590.0,105300.0
Training and development managers,graduate,women,12260.0,2030.0,86420.0
Training and development specialists,less_bachelor,men,36430.0,3595.0,70050.0
Training and development specialists,less_bachelor,women,32950.0,3625.0,54610.0
Training and development specialists,bachelor,men,23040.0,3135.0,82100.0
Training and development specialists,bachelor,women,30090.0,2795.0,72250.0
Training and development specialists,bachelor_plus,men,34250.0,3575.0,81860.0
Training and development specialists,bachelor_plus,women,48490.0,3710.0,75250.0
Training and development specialists,graduate,men,11210.0,1840.0,81230.0
Training and development specialists,graduate,women,18400.0,2365.0,78120.0
Transportation inspectors,less_bachelor,men,23910.0,2970.0,66190.0
Transportation security screeners,less_bachelor,men,10770.0,2115.0,51640.0
Transportation service attendants,less_bachelor,men,33120.0,3485.0,38030.0
"Transportation, storage, and distribution managers",less_bachelor,men,150500.0,7395.0,60480.0
"Transportation, storage, and distribution managers",less_bachelor,women,36400.0,3330.0,52060.0
"Transportation, storage, and distribution managers",bachelor,men,52580.0,5085.0,83850.0
"Transportation, storage, and distribution managers",bachelor,women,16440.0,2125.0,81680.0
"Transportation, storage, and distribution managers",bachelor_plus,men,71360.0,6075.0,88230.0
"Transportation, storage, and distribution managers",bachelor_plus,women,23540.0,2580.0,84030.0
"Transportation, storage, and distribution managers",graduate,men,18780.0,2940.0,105100.0
"Transportation, storage, and distribution managers",graduate,women,7105.0,1515.0,90490.0
Travel agents,less_bachelor,women,16080.0,2440.0,46580.0
Travel agents,bachelor,women,8040.0,1325.0,48880.0
Travel agents,bachelor_plus,women,9885.0,1680.0,49150.0
Tree trimmers and pruners,less_bachelor,men,54180.0,4445.0,41620.0
Tutors,bachelor_plus,women,9730.0,1830.0,37500.0
Underground mining machine operators,less_bachelor,men,34780.0,3210.0,75680.0
Upholsterers,less_bachelor,men,13370.0,2500.0,39780.0
Urban and regional planners,bachelor,men,9120.0,1825.0,84540.0
Urban and regional planners,bachelor_plus,men,19690.0,2690.0,88530.0
Urban and regional planners,bachelor_plus,women,15400.0,2130.0,75420.0
Urban and regional planners,graduate,men,10570.0,1915.0,91000.0
Urban and regional planners,graduate,women,8795.0,1530.0,78780.0
Veterinarians,bachelor_plus,men,23980.0,2465.0,138200.0
Veterinarians,bachelor_plus,women,47940.0,3880.0,115500.0
Veterinarians,graduate,men,23980.0,2465.0,138200.0
Veterinarians,graduate,women,47940.0,3880.0,115500.0
Veterinary assistants and laboratory animal caretakers,less_bachelor,women,19430.0,2585.0,32680.0
Veterinary assistants and laboratory animal caretakers,bachelor,women,7130.0,1520.0,35960.0
Veterinary assistants and laboratory animal caretakers,bachelor_plus,women,7910.0,1585.0,35620.0
Veterinary technologists and technicians,less_bachelor,women,60410.0,4605.0,37500.0
Veterinary technologists and technicians,bachelor,women,20280.0,2695.0,38820.0
Veterinary technologists and technicians,bachelor_plus,women,22100.0,2725.0,39090.0
Waiters and waitresses,less_bachelor,men,126100.0,7080.0,35810.0
Waiters and waitresses,less_bachelor,women,212300.0,9050.0,28370.0
Waiters and waitresses,bachelor,men,22260.0,3260.0,48280.0
Waiters and waitresses,bachelor,women,28980.0,2865.0,36660.0
Waiters and waitresses,bachelor_plus,men,27850.0,3460.0,45720.0
Waiters and waitresses,bachelor_plus,women,35370.0,3180.0,36820.0
Water and wastewater treatment plant and system operators,less_bachelor,men,71230.0,4825.0,58630.0
Water and wastewater treatment plant and system operators,bachelor,men,9475.0,1865.0,67930.0
Water and wastewater treatment plant and system operators,bachelor_plus,men,10690.0,1960.0,70090.0
Web and digital interface designers,bachelor,men,14560.0,2040.0,89870.0
Web and digital interface designers,bachelor,women,12920.0,1900.0,70750.0
Web and digital interface designers,bachelor_plus,men,18970.0,2450.0,93980.0
Web and digital interface designers,bachelor_plus,women,16840.0,2190.0,77350.0
Web developers,less_bachelor,men,18550.0,2910.0,73120.0
Web developers,bachelor,men,29950.0,2985.0,88930.0
Web developers,bachelor,women,10080.0,1935.0,81500.0
Web developers,bachelor_plus,men,37640.0,3530.0,89870.0
Web developers,bachelor_plus,women,14930.0,2055.0,81920.0
Web developers,graduate,men,7695.0,1770.0,97800.0
"Weighers, measurers, checkers, and samplers, recordkeeping",less_bachelor,men,28020.0,3470.0,50950.0
"Weighers, measurers, checkers, and samplers, recordkeeping",less_bachelor,women,20580.0,2735.0,38930.0
"Welding, soldering, and brazing workers",less_bachelor,men,361300.0,11070.0,51010.0
"Welding, soldering, and brazing workers",less_bachelor,women,19710.0,3075.0,42010.0
"Welding, soldering, and brazing workers",bachelor,men,10880.0,1715.0,52170.0
"Welding, soldering, and brazing workers",bachelor_plus,men,13400.0,1855.0,52000.0
"Wholesale and retail buyers, except farm products",less_bachelor,men,48590.0,4030.0,46430.0
"Wholesale and retail buyers, except farm products",less_bachelor,women,39950.0,4020.0,39310.0
"Wholesale and retail buyers, except farm products",bachelor,men,20390.0,2470.0,67320.0
"Wholesale and retail buyers, except farm products",bachelor,women,25580.0,3340.0,73100.0
"Wholesale and retail buyers, except farm products",bachelor_plus,men,24500.0,2755.0,71020.0
"Wholesale and retail buyers, except farm products",bachelor_plus,women,30060.0,3635.0,74200.0
"Woodworking machine setters, operators, and tenders, except sawing",less_bachelor,men,9620.0,1725.0,41050.0
Word processors and typists,less_bachelor,women,9980.0,1920.0,37120.0
Writers and authors,less_bachelor,men,8480.0,1730.0,46460.0
Writers and authors,less_bachelor,women,6940.0,1300.0,51480.0
Writers and authors,bachelor,men,30860.0,3145.0,74640.0
Writers and authors,bachelor,women,41060.0,4090.0,70630.0
Writers and authors,bachelor_plus,men,48140.0,3900.0,75960.0
Writers and authors,bachelor_plus,women,65110.0,5415.0,72680.0
Writers and authors,graduate,men,17280.0,2630.0,81630.0
Writers and authors,graduate,women,24050.0,2615.0,78330.0
